,Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
655,"THORNE, Miss Gertrude Maybelle",1875.0,1947.0,37,Female,1st Class Passenger,17585,£80                         4d,,Cherbourg,,SAVED,D,,American,https://www.encyclopedia-titanica.org/titanic-survivor/gertrude-maybelle-thorne.html
656,"JABBUR (ZABOUR), Miss Thamine",1893.0,1912.0,19,Female,3rd Class Passenger,2665,£14             9s             1d,,Cherbourg,Housekeeper,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/thamine-jabbur-zabour.html
657,"LOCKYER, Mr Edward Thomas",1892.0,1912.0,19,Male,3rd Class Passenger,1222,£7             17s             7d,,Southampton,Grocers Assistant,LOST,,153.0,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-thomas-lockyer.html
658,"JACOBSOHN, Mr Sidney Samuel",1869.0,1912.0,42,Male,2nd Class Passenger,243847,£27.00,,Southampton,Lawyer,LOST,,,South African,https://www.encyclopedia-titanica.org/titanic-victim/sidney-samuel-jacobsohn.html
659,"SERREPLAà, Miss Augusta Jeanne",1881.0,1928.0,30,Female,1st Class Passenger Servant,113798,£31.00,,Southampton,Personal Maid,SAVED,4,,French,https://www.encyclopedia-titanica.org/titanic-survivor/auguste-serreplan.html
660,"PICARD, Mr Benoît",1878.0,1941.0,33,Male,3rd Class Passenger,392078,£8             1s,10,Southampton,Leather Worker,SAVED,9,,Polish,https://www.encyclopedia-titanica.org/titanic-survivor/berk-pickard.html
661,"HOWARD, Mrs Ellen Truelove",1851.0,1912.0,61,Female,2nd Class Passenger,24065,£26.00,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ellen-truelove-howard.html
662,"ḤANNā AL-HāJ, Mr Mansūr",1877.0,1912.0,35,Male,3rd Class Passenger,2693,£7             4s             7d,,Cherbourg,,LOST,,188.0,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/mansour-hanna.html
663,"HOLM, Mr John Fredrik Alexander",1869.0,1912.0,43,Male,3rd Class Passenger,7075,£6             9s,,Southampton,Seaman,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/john-fredrik-alexander-holm.html
664,"RICE, Master Eric",1905.0,1912.0,6,Male,3rd Class Passenger,382652,£29             2s             6d,,Queenstown,,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/eric-rice.html
665,"LINDELL, Mr Edvard Bengtsson",1876.0,1912.0,36,Male,3rd Class Passenger,349910,£15             11s,,Southampton,General Labourer,LOST,A,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/edvard-bengtsson-lindell.html
666,"COMPTON, Mr Alexander Taylor jr",1874.0,1912.0,37,Male,1st Class Passenger,17756,£83             3s             2d,E52,Cherbourg,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/alexander-taylor-compton.html
667,"ABBOTT, Mr Rossmore Edward",1896.0,1912.0,16,Male,3rd Class Passenger,CA2673,£20             5s,,Southampton,Jeweller,LOST,,190.0,"English, American",https://www.encyclopedia-titanica.org/titanic-victim/rossmore-edward-abbott.html
668,"WAELENS, Mr Achille",1889.0,1912.0,22,Male,3rd Class Passenger,345767,£9.00,,Southampton,Farm Labourer,LOST,,140.0,Belgian,https://www.encyclopedia-titanica.org/titanic-victim/achille-waelens.html
669,"BUSS, Miss Kate",1875.0,1972.0,36,Female,2nd Class Passenger,27849,£13.00,,Southampton,,SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/kate-buss.html
670,"MILLET, Mr Francis Davis",1846.0,1912.0,65,Male,1st Class Passenger,13509,£26             11s,E38,Cherbourg,Artist,LOST,,249.0,American,https://www.encyclopedia-titanica.org/titanic-victim/francis-davis-millet.html
671,"ALLUM, Mr Owen George",1894.0,1912.0,17,Male,3rd Class Passenger,2223,£8             6s,,Southampton,Gardener,LOST,,259.0,English,https://www.encyclopedia-titanica.org/titanic-victim/owen-george-allum.html
672,"ASTOR, Mrs Madeleine Talmage",1893.0,1940.0,18,Female,1st Class Passenger,17757,£247             10s             6d,C-17/C-21?,Cherbourg,,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/madeleine-talmage-astor.html
673,"ABELSON, Mr Samuel",1882.0,1912.0,30,Male,2nd Class Passenger,3381,£24.00,,Cherbourg,,LOST,,,Russian,https://www.encyclopedia-titanica.org/titanic-victim/samuel-abelson.html
674,"KARLSSON, Mr Julius Konrad Eugen",1878.0,1912.0,33,Male,3rd Class Passenger,347465,£7             17s             1d,,Southampton,Engineer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/julius-konrad-eugen-karlsson.html
675,"AL-BA'QLīNī, Miss Mārīyā",1906.0,1982.0,5,Female,3rd Class Passenger,2666,£19             5s             2d,,Cherbourg,,SAVED,C,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/marie-baclini.html
676,"BOWEN, Miss Grace Scott",1867.0,1945.0,45,Female,1st Class Passenger Servant,17608,£262             7s             6d,,Cherbourg,Governess,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/grace-scott-bowen.html
677,"RICE, Master Arthur",1907.0,1912.0,4,Male,3rd Class Passenger,382652,£29             2s             6d,,Queenstown,,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/arthur-rice.html
678,"FORD, Mr Arthur",1889.0,1912.0,23,Male,3rd Class Passenger,1478,£8             1s,,Southampton,Carpenter / Joiner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-ford.html
679,"WARD, Miss Annie Moore",1874.0,1955.0,37,Female,1st Class Passenger Servant,17755,£512             6s             7d,,Cherbourg,Personal Maid,SAVED,3,,"Scottish, American",https://www.encyclopedia-titanica.org/titanic-survivor/annie-moore-ward.html
680,"BOURKE, Mr John",1869.0,1912.0,42,Male,3rd Class Passenger,364849,£15             10s,,Queenstown,Farmer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/john-bourke.html
681,"MILLING, Mr Jacob Christian",1863.0,1912.0,48,Male,2nd Class Passenger,234360,£13.00,,Southampton,Machine Inspector,LOST,,271.0,Danish,https://www.encyclopedia-titanica.org/titanic-victim/jacob-christian-milling.html
682,"MORAN, Mr Daniel J.",1883.0,1912.0,28,Male,3rd Class Passenger,371110,£24             3s,,Queenstown,Police Officer,LOST,,,"Irish, American",https://www.encyclopedia-titanica.org/titanic-victim/daniel-james-moran.html
683,"BIDOIS, Miss Rosalie",1865.0,1938.0,46,Female,1st Class Passenger Servant,17757,£247             10s             6d,,Cherbourg,Personal Maid,SAVED,4,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-survivor/rosalie-bidois.html
684,"ODELL, Mrs Lily May",,,,Female,1st Class Passenger Cross Channel Passenger,84,£24.00,,Southampton,,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/lily-may-odell.html
685,"COLLYER, Miss Marjorie Lottie",1904.0,1965.0,8,Female,2nd Class Passenger,31921,£26             5s,,Southampton,,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/marjorie-collyer.html
686,"AHMED, Mr Ali",1888.0,1912.0,24,Male,3rd Class Passenger,3101311,£7             1s,,Southampton,General Labourer,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/ahmed-ali.html
687,"GOLDSMITH, Mr Frank John",1879.0,1912.0,33,Male,3rd Class Passenger,363291,£20             10s             6d,,Southampton,Turner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frank-goldsmith.html
688,"CASSEBEER, Mrs Eleanor Genevieve",1875.0,,36,Female,1st Class Passenger,17770,£27             14s             5d,,Cherbourg,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/eleanor-cassebeer.html
689,"FRAUENTHAL, Mr Isaac Gerald",1868.0,1932.0,43,Male,1st Class Passenger,17765,£27             14s             5d,D40,Cherbourg,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/isaac-gerald-frauenthal.html
690,"PELTOMäKI, Mr Nikolai Johannes",1886.0,1912.0,25,Male,3rd Class Passenger,3101291,£7             18s             6d,,Southampton,General Labourer,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/nikolai-johannes-peltomaki.html
691,"RUSH, Mr Alfred George John",1895.0,1912.0,17,Male,3rd Class Passenger,20589,£8             1s,,Southampton,Porter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-george-john-rush.html
692,"FORD, Mr Edward Watson",1894.0,1912.0,18,Male,3rd Class Passenger,6608,£34             7s             6d,,Southampton,Blacksmith,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-watson-ford.html
693,"ASPLUND, Miss Lillian Gertrud",1906.0,2006.0,5,Female,3rd Class Passenger,347077,£31             7s             9d,,Southampton,,SAVED,15,,American,https://www.encyclopedia-titanica.org/titanic-survivor/lillian-gertrud-asplund.html
694,"NAṣR ALLāH, Mrs Adāl",1895.0,1970.0,17,Female,2nd Class Passenger,237736,£30             1s             5d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/adele-nasser.html
695,"PEACOCK, Miss Treasteall",1908.0,1912.0,4,Female,3rd Class Passenger,3101315,£13             15s             6d,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/treasteall-peacock.html
696,"PETERANEC KRAMARIć, Mrs Mathilda",1884.0,1912.0,28,Female,3rd Class Passenger,349245,£7             17s             11d,,Southampton,Servant,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/matilda-petranec.html
697,"ALLEN, Miss Elisabeth Walton",1882.0,1967.0,29,Female,1st Class Passenger,24160,£211             6s             9d,B5,Southampton,,SAVED,2,,American,https://www.encyclopedia-titanica.org/titanic-survivor/elisabeth-walton-allen.html
698,"DREW, Mr James Vivian",1869.0,1912.0,42,Male,2nd Class Passenger,28220,£32             10s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-vivian-drew.html
699,"WILLIAMS, Mr Richard Norris",1891.0,1968.0,21,Male,1st Class Passenger,17597,£61             7s             7d,,Cherbourg,Sportsman,SAVED,A,,"Swiss, American",https://www.encyclopedia-titanica.org/titanic-survivor/richard-norris-williams.html
700,"HENRIKSSON, Miss Jenny Lovisa",1883.0,1912.0,28,Female,3rd Class Passenger,347086,£7             15s             6d,,Southampton,Servant,LOST,,3.0,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/jenny-lovisa-henriksson.html
701,"KENT, Mr Edward Austin",1854.0,1912.0,58,Male,1st Class Passenger,11771,£29             14s,B37,Cherbourg,Architect,LOST,,258.0,American,https://www.encyclopedia-titanica.org/titanic-victim/edward-austin-kent.html
702,"SHELLEY, Mrs Imanita Parrish",1887.0,1954.0,24,Female,2nd Class Passenger,230433,£26.00,,Southampton,,SAVED,12,,American,https://www.encyclopedia-titanica.org/titanic-survivor/imanita-parrish-shelley.html
703,"FORTUNE, Mrs Mary",1851.0,1929.0,60,Female,1st Class Passenger,19950,£263.00,C23/25/27,Southampton,,SAVED,10,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/mary-fortune.html
704,"TAUSSIG, Mr Emil",1857.0,1912.0,54,Male,1st Class Passenger,110413,£79             13s,E67,Southampton,Manufacturer,LOST,,,"Austrian, American",https://www.encyclopedia-titanica.org/titanic-victim/emil-taussig.html
705,"TOVEY, Miss",,,,Female,2nd Class Passenger Cross Channel Passenger,516,£2.00,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/tovey.html
706,"CLEAVER, Miss Alice Catherine",1889.0,1984.0,22,Female,1st Class Passenger Servant,113781,£151             16s,,Southampton,Nursemaid,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alice-cleaver.html
707,"GOODWIN, Master Sidney Leslie",1910.0,1912.0,1,Male,3rd Class Passenger,2144,£46             18s,,Southampton,,LOST,,4.0,English,https://www.encyclopedia-titanica.org/titanic-victim/sidney-leslie-goodwin.html
708,"WISEMAN, Mr Philippe",1858.0,1912.0,53,Male,3rd Class Passenger,34244,£7             5s,,Southampton,Merchant,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/phillippe-wiseman.html
709,"DYER EDWARDES, Mrs Clementina Georgina Lucy Drummond",1859.0,1947.0,53,Female,1st Class Passenger Cross Channel Passenger,87,£3.00,,Southampton,,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/clementina-georgina-lucy-dyer-edwardes.html
710,"PEDERSEN, Mr Olaf",1883.0,1912.0,28,Male,3rd Class Passenger,345498,£7             15s             6d,,Southampton,General Labourer,LOST,,,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/olaf-pedersen.html
711,"HICKMAN, Mr Lewis",1881.0,1912.0,30,Male,2nd Class Passenger,14879,£73             10s,,Southampton,,LOST,,256.0,English,https://www.encyclopedia-titanica.org/titanic-victim/lewis-hickman.html
712,"ANDERSSON, Mr Johan Samuel",1885.0,1912.0,26,Male,3rd Class Passenger,347075,£7             15s             6d,,Southampton,Carpenter / Joiner,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/johan-samuel-andersson.html
713,"MACK, Mrs Mary",1855.0,1912.0,57,Female,2nd Class Passenger,S.O./C. 3,£10             10s,E77,Southampton,,LOST,,52.0,English,https://www.encyclopedia-titanica.org/titanic-victim/mary-mack.html
714,"WELLS, Miss Joan",1908.0,1933.0,4,Female,2nd Class Passenger,29103,£23.00,,Southampton,,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/joan-wells.html
715,"KANTOR, Mr Sinai",1878.0,1912.0,34,Male,2nd Class Passenger,244367,£26.00,,Southampton,,LOST,,283.0,Russian,https://www.encyclopedia-titanica.org/titanic-victim/sinai-kantor.html
716,"CLARKE, Mrs Ada Maria",1883.0,1953.0,28,Female,2nd Class Passenger,2003,£26.00,,Southampton,,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/ada-maria-clarke.html
717,"STRöM, Miss Telma Matilda",1909.0,1912.0,2,Female,3rd Class Passenger,347054,£10             9s             3d,G6,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/telma-matilda-strom.html
718,"KELLY, Mrs Fanny Maria",1863.0,1920.0,48,Female,2nd Class Passenger,223596,£13             10s,,Southampton,,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/fannie-kelly.html
719,"WARE, Mr Frederick",1877.0,1912.0,35,Male,3rd Class Passenger,359309,£8             1s,,Southampton,Motor Fitter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-ware.html
720,"RISIEN, Mrs Emma Jane",1848.0,1912.0,64,Female,3rd Class Passenger,364498,£14             10s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/emma-risien.html
721,"CUMINGS, Mrs Florence Briggs",1876.0,1949.0,35,Female,1st Class Passenger,17599,£71             5s             8d,C85,Cherbourg,,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/florence-briggs-cumings.html
722,"PEARS, Mr Thomas",1882.0,1912.0,29,Male,1st Class Passenger,113776,£66             12s,C2,Southampton,Of Independent Means,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-pears.html
723,"JABBUR (ZABOUR), Miss Hileni",1896.0,1912.0,16,Female,3rd Class Passenger,2665,£14             9s             1d,,Cherbourg,Housekeeper,LOST,,328.0,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/hileni-jabbur-zabour.html
724,"DURáN I MONé, Sra. Asuncion",1885.0,,27,Female,2nd Class Passenger,2149,£13             17s             2d,,Cherbourg,,SAVED,12,,Spanish,https://www.encyclopedia-titanica.org/titanic-survivor/asuncion-duran-y-more.html
725,"RIDSDALE, Miss Lucy",1854.0,1946.0,58,Female,2nd Class Passenger,14258,£10             10s,,Southampton,,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/lucy-ridsdale.html
726,"ØSTBY, Miss Helen Ragnhild",1889.0,1978.0,22,Female,1st Class Passenger,113509,£61             19s             7d,B36,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/helen-ragnhild-ostby.html
727,"BRERETON, Mr George Andrew",1874.0,1942.0,37,Male,1st Class Passenger,111427,£26             11s,,Southampton,,SAVED,9,,American,https://www.encyclopedia-titanica.org/titanic-survivor/george-brereton.html
728,"BURNS, Miss Mary Delia",1896.0,1912.0,15,Female,3rd Class Passenger,330963,£7             17s             7d,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/mary-delia-burns.html
729,"ČOR, Mr Ivan",1885.0,1912.0,27,Male,3rd Class Passenger,349229,£7             17s             11d,,Southampton,General Labourer,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/ivan-cor.html
730,"CARR, Miss Jane",1867.0,1912.0,45,Female,3rd Class Passenger,368364,£7             15s,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/jane-carr.html
731,"MEEK, Mrs Annie Louisa",1880.0,1912.0,32,Female,3rd Class Passenger,343095,£8             1s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/annie-louise-rowley-meek.html
732,"NOEL, Master William Henry Middleton",1898.0,1954.0,13,Male,1st Class Passenger Cross Channel Passenger,48,£3.00,,Southampton,,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/noel.html
733,"PåLSSON, Miss Stina Viola",1908.0,1912.0,3,Female,3rd Class Passenger,349909,£21             1s             6d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/stina-viola-palsson.html
734,"GILNAGH, Miss Kate",1894.0,1971.0,17,Female,3rd Class Passenger,35851,£7             14s             8d,,Queenstown,,SAVED,16,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/katie-gilnagh.html
735,"KELLY, Mr James",1868.0,1912.0,44,Male,3rd Class Passenger,330911,£7             16s             7d,,Queenstown,Farm Labourer,LOST,,70.0,Irish,https://www.encyclopedia-titanica.org/titanic-victim/james-kelly-2.html
736,"HAWKSFORD, Mr Walter James",1867.0,1922.0,45,Male,1st Class Passenger,16988,£30.00,D45,Southampton,Sales Manager,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/walter-james-hawksford.html
